Site,Date,Parameter,DL,RDC,ResultRaw,ResultCalc,ResultCalcLog
WC,2012-03-22,lead_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2012-03-22,lithium_total,NA,DET,6.6,6.6,1.887069649
WC,2012-03-22,manganese_total,NA,DET,310,310,5.736572297
WC,2012-03-22,methylmercury_total,0.2,BDL,0.2,0.1,-2.302585093
WC,2012-03-22,molybdenum_total,NA,DET,0.9,0.9,-0.105360516
WC,2012-03-22,nickel_total,NA,DET,0.8,0.8,-0.223143551
WC,2012-03-22,rubidium_total,NA,DET,0.6,0.6,-0.510825624
WC,2012-03-22,selenium_total,0.5,BDL,0.5,0.25,-1.386294361
WC,2012-03-22,silver_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2012-03-22,strontium_total,NA,DET,123,123,4.812184355
WC,2012-03-22,thallium_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2012-03-22,titanium_total,NA,DET,0.5,0.5,-0.693147181
WC,2012-03-22,uranium_total,NA,DET,0.8,0.8,-0.223143551
WC,2012-03-22,vanadium_total,NA,DET,0.2,0.2,-1.609437912
WC,2012-03-22,zinc_total,5,BDL,5,2.5,0.916290732
WC,2012-06-01,turbidity,NA,DET,7,7,1.945910149
WC,2012-06-01,total_hardness,NA,DET,136.2,136.2,4.914124394
WC,2012-06-01,ph,NA,DET,7.89,7.89,2.065596135
WC,2012-06-01,ammonia,NA,DET,0.0255,0.0255,-3.669076827
WC,2012-06-01,nitrogen_dissolved,NA,DET,0.51,0.51,-0.673344553
WC,2012-06-01,nitrogen_total,NA,DET,0.56,0.56,-0.579818495
WC,2012-06-01,organic_carbon_dissolved,NA,DET,20.9,20.9,3.039749159
WC,2012-06-01,organic_carbon_total,NA,DET,21.8,21.8,3.08190997
WC,2012-06-01,phosphorus_total,NA,DET,0.052,0.052,-2.95651156
WC,2012-06-01,alkalinity_total,NA,DET,112,112,4.718498871
WC,2012-06-01,specific_conductance,NA,DET,269,269,5.59471138
WC,2012-06-01,total_dissolved_solids,NA,DET,178,178,5.18178355
WC,2012-06-01,calcium,NA,DET,40.3,40.3,3.696351469
WC,2012-06-01,chloride,NA,DET,2.9,2.9,1.064710737
WC,2012-06-01,fluoride,0.1,BDL,0.1,0.05,-2.995732274
WC,2012-06-01,magnesium,NA,DET,8.6,8.6,2.151762203
WC,2012-06-01,nitrite,0.01,BDL,0.01,0.005,-5.298317367
WC,2012-06-01,potassium,NA,DET,0.65,0.65,-0.430782916
WC,2012-06-01,sodium,NA,DET,8,8,2.079441542
WC,2012-06-01,sulfate,NA,DET,25.5,25.5,3.238678452
WC,2012-06-01,phosphorus_dissolved,0.01,BDL,0.01,0.005,-5.298317367
WC,2012-06-01,total_suspended_solids,NA,DET,5.8,5.8,1.757857918
WC,2012-06-01,nitrate,NA,DET,0.0125,0.0125,-4.382026635
WC,2012-09-17,turbidity,NA,DET,9.01,9.01,2.198335072
WC,2012-09-17,total_hardness,NA,DET,173,173,5.153291594
WC,2012-09-17,ph,NA,DET,8.18,8.18,2.101692151
WC,2012-09-17,ammonia,NA,DET,0.041,0.041,-3.194183212
WC,2012-09-17,nitrogen_dissolved,NA,DET,0.55,0.55,-0.597837001
WC,2012-09-17,nitrogen_total,NA,DET,0.62,0.62,-0.478035801
WC,2012-09-17,organic_carbon_dissolved,NA,DET,23.1,23.1,3.139832618
WC,2012-09-17,organic_carbon_total,NA,DET,24.4,24.4,3.194583132
WC,2012-09-17,phosphorus_dissolved,0.01,BDL,0.01,0.005,-5.298317367
WC,2012-09-17,phosphorus_total,NA,DET,0.03,0.03,-3.506557897
WC,2012-09-17,alkalinity_total,NA,DET,144,144,4.9698133
WC,2012-09-17,specific_conductance,NA,DET,336,336,5.81711116
WC,2012-09-17,total_dissolved_solids,NA,DET,214,214,5.365976015
WC,2012-09-17,total_suspended_solids,NA,DET,10,10,2.302585093
WC,2012-09-17,calcium,NA,DET,51.2,51.2,3.935739532
WC,2012-09-17,chloride,NA,DET,4,4,1.386294361
WC,2012-09-17,fluoride,NA,DET,0.1,0.1,-2.302585093
WC,2012-09-17,magnesium,NA,DET,10.9,10.9,2.388762789
WC,2012-09-17,nitrate,NA,DET,0.02,0.02,-3.912023005
WC,2012-09-17,nitrite,0.01,BDL,0.01,0.005,-5.298317367
WC,2012-09-17,potassium,NA,DET,0.7,0.7,-0.356674944
WC,2012-09-17,sodium,NA,DET,10.1,10.1,2.312535424
WC,2012-09-17,sulfate,NA,DET,29,29,3.36729583
WC,2013-03-22,turbidity,NA,DET,37.7,37.7,3.629660094
WC,2013-03-22,total_hardness,NA,DET,239,239,5.476463552
WC,2013-03-22,ph,NA,DET,7.62,7.62,2.03077637
WC,2013-03-22,ammonia,NA,DET,0.04,0.04,-3.218875825
WC,2013-03-22,nitrogen_dissolved,NA,DET,0.53,0.53,-0.634878272
WC,2013-03-22,nitrogen_total,NA,DET,0.62,0.62,-0.478035801
WC,2013-03-22,organic_carbon_dissolved,NA,DET,17.2,17.2,2.844909384
WC,2013-03-22,organic_carbon_total,NA,DET,38.1,38.1,3.640214282
WC,2013-03-22,phosphorus_dissolved,NA,DET,0.012,0.012,-4.422848629
WC,2013-03-22,phosphorus_total,NA,DET,0.093,0.093,-2.375155786
WC,2013-03-22,alkalinity_total,NA,DET,207,207,5.332718793
WC,2013-03-22,specific_conductance,NA,DET,450,450,6.109247583
WC,2013-03-22,total_dissolved_solids,NA,DET,276,276,5.620400866
WC,2013-03-22,total_suspended_solids,NA,DET,61,61,4.110873864
WC,2013-03-22,calcium,NA,DET,71,71,4.262679877
WC,2013-03-22,chloride,NA,DET,6.9,6.9,1.931521412
WC,2013-03-22,fluoride,NA,DET,0.2,0.2,-1.609437912
WC,2013-03-22,magnesium,NA,DET,15.1,15.1,2.714694744
WC,2013-03-22,nitrate,NA,DET,0.27,0.27,-1.30933332
WC,2013-03-22,nitrite,0.01,BDL,0.01,0.005,-5.298317367
WC,2013-03-22,potassium,NA,DET,1,1,0
WC,2013-03-22,sodium,NA,DET,12.6,12.6,2.533696814
WC,2013-03-22,sulfate,NA,DET,24,24,3.17805383
WC,2013-06-06,turbidity,NA,DET,3.99,3.99,1.383791231
WC,2013-06-06,total_hardness,NA,DET,110,110,4.700480366
WC,2013-06-06,ph,NA,DET,7.8,7.8,2.054123734
WC,2013-06-06,nitrogen_dissolved,NA,DET,0.61,0.61,-0.494296322
WC,2013-06-06,nitrogen_total,NA,DET,0.65,0.65,-0.430782916
WC,2013-06-06,organic_carbon_dissolved,NA,DET,20.1,20.1,3.000719815
WC,2013-06-06,organic_carbon_total,NA,DET,20.8,20.8,3.034952987
WC,2013-06-06,phosphorus_dissolved,NA,DET,0.007,0.007,-4.96184513
WC,2013-06-06,phosphorus_total,NA,DET,0.018,0.018,-4.017383521
WC,2013-06-06,alkalinity_total,NA,DET,83.6,83.6,4.42604352
WC,2013-06-06,specific_conductance,NA,DET,202,202,5.308267697
WC,2013-06-06,total_dissolved_solids,NA,DET,144,144,4.9698133
WC,2013-06-06,total_suspended_solids,NA,DET,4,4,1.386294361
WC,2013-06-06,calcium,NA,DET,34.5,34.5,3.540959324
WC,2013-06-06,chloride,0.7,BDL,0.7,0.35,-1.049822124
WC,2013-06-06,fluoride,0.1,BDL,0.1,0.05,-2.995732274
WC,2013-06-06,magnesium,NA,DET,5.9,5.9,1.774952351
WC,2013-06-06,nitrate,NA,DET,0.1,0.1,-2.302585093
WC,2013-06-06,nitrite,0.01,BDL,0.01,0.005,-5.298317367
WC,2013-06-06,potassium,NA,DET,0.8,0.8,-0.223143551
WC,2013-06-06,sodium,NA,DET,2.8,2.8,1.029619417
WC,2013-06-06,sulfate,NA,DET,16,16,2.772588722
WC,2013-06-06,aluminum_dissolved,NA,DET,5.4,5.4,1.686398954
WC,2013-06-06,antimony_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2013-06-06,arsenic_dissolved,NA,DET,0.4,0.4,-0.916290732
WC,2013-06-06,barium_dissolved,NA,DET,29,29,3.36729583
WC,2013-06-06,cadmium_dissolved,0.05,BDL,0.05,0.025,-3.688879454
WC,2013-06-06,cesium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2013-06-06,chromium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2013-06-06,cobalt_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2013-06-06,copper_dissolved,NA,DET,0.5,0.5,-0.693147181
WC,2013-06-06,iron_dissolved,NA,DET,130,130,4.86753445
WC,2013-06-06,lead_dissolved,NA,DET,0.2,0.2,-1.609437912
WC,2013-06-06,lithium_dissolved,NA,DET,2.8,2.8,1.029619417
WC,2013-06-06,manganese_dissolved,NA,DET,1.5,1.5,0.405465108
WC,2013-06-06,mercury_dissolved,0.01,BDL,0.01,0.005,-5.298317367
WC,2013-06-06,molybdenum_dissolved,NA,DET,0.4,0.4,-0.916290732
WC,2013-06-06,nickel_dissolved,NA,DET,0.6,0.6,-0.510825624
WC,2013-06-06,rubidium_dissolved,NA,DET,0.8,0.8,-0.223143551
WC,2013-06-06,selenium_dissolved,0.3,BDL,0.3,0.15,-1.897119985
WC,2013-06-06,silver_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2013-06-06,strontium_dissolved,NA,DET,61,61,4.110873864
WC,2013-06-06,thallium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2013-06-06,titanium_dissolved,NA,DET,0.2,0.2,-1.609437912
WC,2013-06-06,uranium_dissolved,NA,DET,0.1,0.1,-2.302585093
WC,2013-06-06,vanadium_dissolved,NA,DET,0.2,0.2,-1.609437912
WC,2013-06-06,zinc_dissolved,0.4,BDL,0.4,0.2,-1.609437912
WC,2013-06-06,aluminum_total,NA,DET,75,75,4.317488114
WC,2013-06-06,antimony_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2013-06-06,arsenic_total,NA,DET,0.4,0.4,-0.916290732
WC,2013-06-06,barium_total,NA,DET,28.3,28.3,3.342861805
WC,2013-06-06,beryllium_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2013-06-06,cadmium_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2013-06-06,cesium_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2013-06-06,chromium_total,NA,DET,0.8,0.8,-0.223143551
WC,2013-06-06,cobalt_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2013-06-06,copper_total,NA,DET,0.7,0.7,-0.356674944
WC,2013-06-06,iron_total,NA,DET,297,297,5.693732139
WC,2013-06-06,lead_total,NA,DET,0.1,0.1,-2.302585093
WC,2013-06-06,lithium_total,NA,DET,2.6,2.6,0.955511445
WC,2013-06-06,manganese_total,NA,DET,20.3,20.3,3.010620886
WC,2013-06-06,mercury_total,0.01,BDL,0.01,0.005,-5.298317367
WC,2013-06-06,molybdenum_total,NA,DET,0.5,0.5,-0.693147181
WC,2013-06-06,nickel_total,NA,DET,0.7,0.7,-0.356674944
WC,2013-06-06,rubidium_total,NA,DET,1,1,0
WC,2013-06-06,selenium_total,0.5,BDL,0.5,0.25,-1.386294361
WC,2013-06-06,silver_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2013-06-06,strontium_total,NA,DET,57.8,57.8,4.056988776
WC,2013-06-06,thallium_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2013-06-06,titanium_total,NA,DET,1.3,1.3,0.262364264
WC,2013-06-06,uranium_total,NA,DET,0.1,0.1,-2.302585093
WC,2013-06-06,vanadium_total,NA,DET,0.6,0.6,-0.510825624
WC,2013-06-06,zinc_total,5,BDL,5,2.5,0.916290732
WC,2014-03-20,turbidity,NA,DET,7.38,7.38,1.998773639
WC,2014-03-20,total_hardness,NA,DET,230,230,5.438079309
WC,2014-03-20,ph,NA,DET,7.29,7.29,1.986503546
WC,2014-03-20,nitrogen_dissolved,NA,DET,0.8,0.8,-0.223143551
WC,2014-03-20,nitrogen_total,NA,DET,0.85,0.85,-0.162518929
WC,2014-03-20,organic_carbon_dissolved,NA,DET,13.1,13.1,2.57261223
WC,2014-03-20,organic_carbon_total,NA,DET,11.9,11.9,2.4765384
WC,2014-03-20,phosphorus_dissolved,NA,DET,0.007,0.007,-4.96184513
WC,2014-03-20,phosphorus_total,NA,DET,0.016,0.016,-4.135166557
WC,2014-03-20,alkalinity_total,NA,DET,196,196,5.278114659
WC,2014-03-20,specific_conductance,NA,DET,483,483,6.180016654
WC,2014-03-20,total_dissolved_solids,NA,DET,270,270,5.598421959
WC,2014-03-20,total_suspended_solids,NA,DET,3,3,1.098612289
WC,2014-03-20,calcium,NA,DET,67.4,67.4,4.210645018
WC,2014-03-20,chloride,NA,DET,5.3,5.3,1.667706821
WC,2014-03-20,fluoride,NA,DET,0.1,0.1,-2.302585093
WC,2014-03-20,magnesium,NA,DET,15,15,2.708050201
WC,2014-03-20,nitrate,NA,DET,7.85,7.85,2.060513532
WC,2014-03-20,nitrite,0.01,BDL,0.01,0.005,-5.298317367
WC,2014-03-20,potassium,NA,DET,7.85,7.85,2.060513532
WC,2014-03-20,sodium,NA,DET,10.6,10.6,2.360854001
WC,2014-03-20,sulfate,NA,DET,17,17,2.833213344
WC,2014-03-20,aluminum_dissolved,NA,DET,2.2,2.2,0.78845736
WC,2014-03-20,antimony_dissolved,NA,DET,0.3,0.3,-1.203972804
WC,2014-03-20,arsenic_dissolved,NA,DET,0.3,0.3,-1.203972804
WC,2014-03-20,barium_dissolved,NA,DET,142,142,4.955827058
WC,2014-03-20,beryllium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2014-03-20,cadmium_dissolved,0.05,BDL,0.05,0.025,-3.688879454
WC,2014-03-20,cesium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2014-03-20,chromium_dissolved,NA,DET,0.2,0.2,-1.609437912
WC,2014-03-20,cobalt_dissolved,NA,DET,0.1,0.1,-2.302585093
WC,2014-03-20,copper_dissolved,NA,DET,0.5,0.5,-0.693147181
WC,2014-03-20,iron_dissolved,NA,DET,12,12,2.48490665
WC,2014-03-20,lead_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2014-03-20,lithium_dissolved,NA,DET,7.8,7.8,2.054123734
WC,2014-03-20,manganese_dissolved,NA,DET,8.8,8.8,2.174751721
WC,2014-03-20,mercury_dissolved,0.01,BDL,0.01,0.005,-5.298317367
WC,2014-03-20,molybdenum_dissolved,NA,DET,1.1,1.1,0.09531018
WC,2014-03-20,nickel_dissolved,NA,DET,0.8,0.8,-0.223143551
WC,2014-03-20,rubidium_dissolved,NA,DET,0.8,0.8,-0.223143551
WC,2014-03-20,selenium_dissolved,0.3,BDL,0.3,0.15,-1.897119985
WC,2014-03-20,silver_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2014-03-20,strontium_dissolved,NA,DET,143,143,4.96284463
WC,2014-03-20,thallium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2014-03-20,titanium_dissolved,NA,DET,0.2,0.2,-1.609437912
WC,2014-03-20,uranium_dissolved,NA,DET,0.7,0.7,-0.356674944
WC,2014-03-20,vanadium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2014-03-20,zinc_dissolved,NA,DET,1,1,0
WC,2014-03-20,aluminum_total,NA,DET,30.5,30.5,3.417726684
WC,2014-03-20,antimony_total,NA,DET,0.6,0.6,-0.510825624
WC,2014-03-20,arsenic_total,NA,DET,0.9,0.9,-0.105360516
WC,2014-03-20,barium_total,NA,DET,153,153,5.030437921
WC,2014-03-20,beryllium_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2014-03-20,cadmium_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2014-03-20,cesium_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2014-03-20,chromium_total,NA,DET,3.5,3.5,1.252762968
WC,2014-03-20,cobalt_total,NA,DET,0.2,0.2,-1.609437912
WC,2014-03-20,copper_total,NA,DET,0.6,0.6,-0.510825624
WC,2014-03-20,iron_total,NA,DET,834,834,6.726233402
WC,2014-03-20,lead_total,NA,DET,10.1,10.1,2.312535424
WC,2014-03-20,lithium_total,NA,DET,8.4,8.4,2.128231706
WC,2014-03-20,manganese_total,NA,DET,19.9,19.9,2.990719732
WC,2014-03-20,mercury_total,0.01,BDL,0.01,0.005,-5.298317367
WC,2014-03-20,molybdenum_total,NA,DET,1.7,1.7,0.530628251
WC,2014-03-20,nickel_total,NA,DET,0.9,0.9,-0.105360516
WC,2014-03-20,rubidium_total,NA,DET,0.9,0.9,-0.105360516
WC,2014-03-20,selenium_total,0.5,BDL,0.5,0.25,-1.386294361
WC,2014-03-20,silver_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2014-03-20,strontium_total,NA,DET,150,150,5.010635294
WC,2014-03-20,thallium_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2014-03-20,titanium_total,NA,DET,0.8,0.8,-0.223143551
WC,2014-03-20,uranium_total,NA,DET,0.8,0.8,-0.223143551
WC,2014-03-20,vanadium_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2014-03-20,zinc_total,NA,DET,7.4,7.4,2.00148
WC,2014-06-10,turbidity,NA,DET,5,5,1.609437912
WC,2014-06-10,total_hardness,NA,DET,104,104,4.644390899
WC,2014-06-10,ph,NA,DET,7.98,7.98,2.076938411
WC,2014-06-10,nitrogen_dissolved,NA,DET,0.44,0.44,-0.820980552
WC,2014-06-10,nitrogen_total,NA,DET,0.49,0.49,-0.713349888
WC,2014-06-10,organic_carbon_dissolved,NA,DET,14.7,14.7,2.687847494
WC,2014-06-10,organic_carbon_total,NA,DET,15.2,15.2,2.721295428
WC,2014-06-10,phosphorus_dissolved,0.002,BDL,0.002,0.001,-6.907755279
WC,2014-06-10,phosphorus_total,NA,DET,0.014,0.014,-4.268697949
WC,2014-06-10,alkalinity_total,NA,DET,92.6,92.6,4.528289142
WC,2014-06-10,specific_conductance,NA,DET,225,225,5.416100402
WC,2014-06-10,total_dissolved_solids,NA,DET,156,156,5.049856007
WC,2014-06-10,total_suspended_solids,NA,DET,10,10,2.302585093
WC,2014-06-10,calcium,NA,DET,30.8,30.8,3.42751469
WC,2014-06-10,chloride,NA,DET,1.8,1.8,0.587786665
WC,2014-06-10,fluoride,0.1,BDL,0.1,0.05,-2.995732274
WC,2014-06-10,magnesium,NA,DET,6.6,6.6,1.887069649
WC,2014-06-10,nitrate,NA,DET,0.1,0.1,-2.302585093
WC,2014-06-10,nitrite,0.01,BDL,0.01,0.005,-5.298317367
WC,2014-06-10,potassium,NA,DET,0.7,0.7,-0.356674944
WC,2014-06-10,sodium,NA,DET,5.8,5.8,1.757857918
WC,2014-06-10,sulfate,NA,DET,20,20,2.995732274
WC,2014-06-10,aluminum_dissolved,NA,DET,19.4,19.4,2.965273066
WC,2014-06-10,antimony_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2014-06-10,arsenic_dissolved,NA,DET,0.4,0.4,-0.916290732
WC,2014-06-10,barium_dissolved,NA,DET,52,52,3.951243719
WC,2014-06-10,beryllium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2014-06-10,cadmium_dissolved,0.05,BDL,0.05,0.025,-3.688879454
WC,2014-06-10,cesium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2014-06-10,chromium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2014-06-10,cobalt_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2014-06-10,copper_dissolved,0.2,BDL,0.2,0.1,-2.302585093
WC,2014-06-10,iron_dissolved,NA,DET,392,392,5.97126184
WC,2014-06-10,lead_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2014-06-10,lithium_dissolved,NA,DET,4.4,4.4,1.481604541
WC,2014-06-10,manganese_dissolved,NA,DET,15.5,15.5,2.740840024
WC,2014-06-10,mercury_dissolved,0.01,BDL,0.01,0.005,-5.298317367
WC,2014-06-10,molybdenum_dissolved,NA,DET,0.7,0.7,-0.356674944
WC,2014-06-10,nickel_dissolved,NA,DET,0.9,0.9,-0.105360516
WC,2014-06-10,rubidium_dissolved,NA,DET,0.5,0.5,-0.693147181
WC,2014-06-10,selenium_dissolved,0.3,BDL,0.3,0.15,-1.897119985
WC,2014-06-10,silver_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2014-06-10,strontium_dissolved,NA,DET,64.6,64.6,4.168214411
WC,2014-06-10,thallium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2014-06-10,titanium_dissolved,NA,DET,0.2,0.2,-1.609437912
WC,2014-06-10,uranium_dissolved,NA,DET,0.3,0.3,-1.203972804
WC,2014-06-10,vanadium_dissolved,NA,DET,0.2,0.2,-1.609437912
WC,2014-06-10,zinc_dissolved,0.4,BDL,0.4,0.2,-1.609437912
WC,2014-06-10,aluminum_total,NA,DET,61.4,61.4,4.117409835
WC,2014-06-10,antimony_total,NA,DET,0.1,0.1,-2.302585093
WC,2014-06-10,arsenic_total,NA,DET,0.5,0.5,-0.693147181
WC,2014-06-10,barium_total,NA,DET,56.3,56.3,4.030694535
WC,2014-06-10,beryllium_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2014-06-10,cadmium_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2014-06-10,cesium_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2014-06-10,chromium_total,NA,DET,0.6,0.6,-0.510825624
WC,2014-06-10,cobalt_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2014-06-10,copper_total,NA,DET,0.2,0.2,-1.609437912
WC,2014-06-10,iron_total,NA,DET,438,438,6.08221891
WC,2014-06-10,lead_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2014-06-10,lithium_total,NA,DET,5.1,5.1,1.62924054
WC,2014-06-10,manganese_total,NA,DET,12.1,12.1,2.493205453
WC,2014-06-10,mercury_total,0.01,BDL,0.01,0.005,-5.298317367
WC,2014-06-10,molybdenum_total,NA,DET,0.8,0.8,-0.223143551
WC,2014-06-10,nickel_total,NA,DET,1,1,0
WC,2014-06-10,rubidium_total,NA,DET,0.6,0.6,-0.510825624
WC,2014-06-10,selenium_total,0.5,BDL,0.5,0.25,-1.386294361
WC,2014-06-10,silver_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2014-06-10,strontium_total,NA,DET,70.6,70.6,4.257030144
WC,2014-06-10,thallium_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2014-06-10,titanium_total,NA,DET,0.9,0.9,-0.105360516
WC,2014-06-10,uranium_total,NA,DET,0.4,0.4,-0.916290732
WC,2014-06-10,vanadium_total,NA,DET,0.3,0.3,-1.203972804
WC,2014-06-10,zinc_total,5,BDL,5,2.5,0.916290732
WC,2014-08-27,turbidity,NA,DET,5.853,5.853,1.76695435
WC,2014-08-27,total_hardness,NA,DET,149,149,5.003946306
WC,2014-08-27,ph,NA,DET,7.95,7.95,2.073171929
WC,2014-08-27,ammonia,NA,DET,0.016,0.016,-4.135166557
WC,2014-08-27,nitrogen_dissolved,NA,DET,0.62,0.62,-0.478035801
WC,2014-08-27,nitrogen_total,NA,DET,0.61,0.61,-0.494296322
WC,2014-08-27,organic_carbon_dissolved,NA,DET,21.9,21.9,3.086486637
WC,2014-08-27,organic_carbon_total,NA,DET,21.7,21.7,3.077312261
WC,2014-08-27,phosphorus_dissolved,0.002,BDL,0.002,0.001,-6.907755279
WC,2014-08-27,phosphorus_total,NA,DET,0.017,0.017,-4.074541935
WC,2014-08-27,alkalinity_total,NA,DET,125,125,4.828313737
WC,2014-08-27,specific_conductance,NA,DET,289,289,5.666426688
WC,2014-08-27,total_dissolved_solids,NA,DET,204,204,5.318119994
WC,2014-08-27,total_suspended_solids,NA,DET,6,6,1.791759469
WC,2014-08-27,calcium,NA,DET,44.6,44.6,3.797733859
WC,2014-08-27,chloride,NA,DET,2.8,2.8,1.029619417
WC,2014-08-27,fluoride,0.1,BDL,0.1,0.05,-2.995732274
WC,2014-08-27,magnesium,NA,DET,9.2,9.2,2.219203484
WC,2014-08-27,nitrate,NA,DET,0.08,0.08,-2.525728644
WC,2014-08-27,nitrite,0.01,BDL,0.01,0.005,-5.298317367
WC,2014-08-27,potassium,NA,DET,0.4,0.4,-0.916290732
WC,2014-08-27,sodium,NA,DET,8.4,8.4,2.128231706
WC,2014-08-27,sulfate,NA,DET,24,24,3.17805383
WC,2014-08-27,aluminum_dissolved,NA,DET,6.2,6.2,1.824549292
WC,2014-08-27,antimony_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2014-08-27,arsenic_dissolved,NA,DET,0.4,0.4,-0.916290732
WC,2014-08-27,barium_dissolved,NA,DET,60.4,60.4,4.100989105
WC,2014-08-27,beryllium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2014-08-27,cadmium_dissolved,0.05,BDL,0.05,0.025,-3.688879454
WC,2014-08-27,cesium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2014-08-27,chromium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2014-08-27,cobalt_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2014-08-27,copper_dissolved,NA,DET,1.1,1.1,0.09531018
WC,2014-08-27,iron_dissolved,NA,DET,203,203,5.313205979
WC,2014-08-27,lead_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2014-08-27,lithium_dissolved,NA,DET,6.4,6.4,1.85629799
WC,2014-08-27,manganese_dissolved,NA,DET,14.2,14.2,2.653241965
WC,2014-08-27,mercury_dissolved,0.01,BDL,0.01,0.005,-5.298317367
WC,2014-08-27,molybdenum_dissolved,NA,DET,0.7,0.7,-0.356674944
WC,2014-08-27,nickel_dissolved,NA,DET,1.2,1.2,0.182321557
WC,2014-08-27,rubidium_dissolved,NA,DET,0.5,0.5,-0.693147181
WC,2014-08-27,selenium_dissolved,0.3,BDL,0.3,0.15,-1.897119985
WC,2014-08-27,silver_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2014-08-27,strontium_dissolved,NA,DET,89.8,89.8,4.497584975
WC,2014-08-27,thallium_dissolved,0.1,BDL,0.1,0.05,-2.995732274
WC,2014-08-27,titanium_dissolved,NA,DET,0.2,0.2,-1.609437912
WC,2014-08-27,uranium_dissolved,NA,DET,0.3,0.3,-1.203972804
WC,2014-08-27,vanadium_dissolved,NA,DET,0.2,0.2,-1.609437912
WC,2014-08-27,zinc_dissolved,NA,DET,0.9,0.9,-0.105360516
WC,2014-08-27,aluminum_total,NA,DET,71.8,71.8,4.273884476
WC,2014-08-27,antimony_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2014-08-27,arsenic_total,NA,DET,0.7,0.7,-0.356674944
WC,2014-08-27,barium_total,NA,DET,65.8,65.8,4.186619838
WC,2014-08-27,beryllium_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2014-08-27,cadmium_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2014-08-27,cesium_total,0.1,BDL,0.1,0.05,-2.995732274
WC,2014-08-27,chromium_total,NA,DET,0.1,0.1,-2.302585093
WC,2014-08-27,cobalt_total,NA,DET,0.1,0.1,-2.302585093
WC,2014-08-27,copper_total,NA,DET,0.4,0.4,-0.916290732
WC,2014-08-27,iron_total,NA,DET,678,678,6.519147288
WC,2014-08-27,lead_total,NA,DET,0.2,0.2,-1.609437912
WC,2014-08-27,lithium_total,NA,DET,6.9,6.9,1.931521412
WC,2014-08-27,manganese_total,NA,DET,35,35,3.555348061
WC,2014-08-27,mercury_total,0.01,BDL,0.01,0.005,-5.298317367
WC,2014-08-27,molybdenum_total,NA,DET,0.7,0.7,-0.356674944
WC,2014-08-27,nickel_total,NA,DET,1.3,1.3,0.262364264
WC,2014-08-27,rubidium_total,NA,DET,0.7,0.7,-0.356674944
